Term,ProsperRating (Alpha),LoanOriginalAmount,Investors,LoanCreatingYear
36,A,12000,138,2013
36,A,9000,110,2013
36,A,15000,1,2013
36,A,7000,82,2013
36,A,25000,331,2013
36,A,15000,169,2013
36,A,10000,1,2013
36,A,11500,145,2013
36,A,2000,1,2013
36,A,10000,1,2013
36,A,4000,1,2013
60,A,20000,1,2013
36,A,10000,1,2013
36,A,15000,177,2013
36,A,15000,72,2013
36,A,12000,125,2013
36,A,15000,1,2013
36,A,6000,1,2013
36,A,15000,106,2013
36,A,15000,261,2013
36,A,2000,24,2013
60,A,12890,206,2013
60,A,20000,324,2013
60,A,15000,1,2013
36,A,8500,1,2013
60,A,10000,1,2013
60,A,15000,1,2013
60,A,16000,1,2013
36,A,10000,1,2013
60,A,15000,1,2013
36,A,3250,1,2013
60,A,20000,323,2013
36,A,2000,1,2013
36,A,15000,1,2013
36,A,10000,1,2013
60,A,25000,439,2013
36,A,15000,1,2013
60,A,10000,1,2013
60,A,5000,73,2013
36,A,10000,152,2013
36,A,10000,1,2013
60,A,6500,1,2013
60,A,8000,66,2013
36,A,12000,145,2013
36,A,20000,374,2013
60,A,9500,188,2013
36,A,25000,1,2013
60,A,19000,1,2013
36,A,7000,1,2013
60,A,3500,1,2013
60,A,5000,1,2013
60,A,6000,1,2013
60,A,15000,1,2013
60,A,4000,68,2013
60,A,25000,1,2013
36,A,19000,1,2013
60,A,7000,1,2013
36,A,2000,1,2013
60,A,4000,1,2013
36,A,10000,203,2013
36,A,10000,118,2013
60,A,20000,1,2013
60,A,13000,1,2013
60,A,16000,1,2013
60,A,10000,165,2013
60,A,25000,1,2013
36,A,9000,1,2013
36,A,4000,35,2013
60,A,20000,1,2013
60,A,22000,1,2013
36,A,7000,143,2013
36,A,15000,1,2013
60,A,9500,107,2013
60,A,20000,326,2013
36,A,7500,1,2013
60,A,13000,1,2013
36,A,10000,1,2013
36,A,9000,1,2013
36,A,15000,160,2013
60,A,9000,1,2013
36,A,18000,270,2013
36,A,20000,1,2013
36,A,10000,1,2013
36,A,5000,21,2013
60,A,20000,377,2013
36,A,14000,134,2013
60,A,4500,1,2013
36,A,10000,1,2013
60,A,10000,1,2013
36,A,12000,1,2013
60,A,10750,1,2013
60,A,15000,272,2013
36,A,10000,1,2013
36,A,10000,136,2013
60,A,11446,162,2013
60,A,9000,1,2013
36,A,5000,66,2013
60,A,25000,1,2013
60,A,9000,109,2013
60,A,12000,1,2013
36,A,4000,1,2013
36,A,20000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,5000,1,2013
36,A,10500,162,2013
36,A,8000,116,2013
60,A,25800,413,2013
60,A,15000,1,2013
36,A,14000,1,2013
36,A,12000,162,2013
36,A,7000,1,2013
60,A,12500,1,2013
60,A,15000,214,2013
36,A,4000,1,2013
36,A,9000,1,2013
36,A,9000,1,2013
36,A,6000,1,2013
36,A,3500,1,2013
60,A,19803,1,2013
36,A,7500,1,2013
60,A,21513,246,2013
60,A,10000,1,2013
36,A,4000,32,2013
36,A,10000,1,2013
36,A,35000,1,2013
60,A,10000,205,2013
36,A,20000,1,2013
36,A,10000,1,2013
60,A,25000,409,2013
60,A,25000,378,2013
36,A,17000,1,2013
60,A,15000,1,2013
36,A,25000,379,2013
36,A,10000,1,2013
36,A,15000,125,2013
60,A,13000,1,2013
60,A,4000,80,2013
60,A,8500,1,2013
60,A,4500,1,2013
36,A,11500,183,2013
60,A,10000,1,2013
60,A,35000,299,2013
36,A,35000,521,2013
60,A,5000,69,2013
60,A,25000,180,2013
36,A,19000,1,2013
36,A,8000,1,2013
60,A,15000,1,2013
36,A,16500,318,2013
60,A,15000,1,2013
36,A,25000,426,2013
36,A,6000,1,2013
36,A,2000,1,2013
36,A,10000,1,2013
60,A,15000,118,2013
60,A,19000,352,2013
36,A,12000,1,2013
36,A,4000,1,2013
60,A,15000,1,2013
36,A,7500,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,10000,1,2013
36,A,8500,1,2013
36,A,15000,1,2013
36,A,2500,1,2013
60,A,6000,1,2013
60,A,25000,1,2013
60,A,11000,180,2013
36,A,15000,187,2013
36,A,11500,1,2013
36,A,2500,1,2013
60,A,15000,255,2013
60,A,15000,164,2013
60,A,20000,319,2013
36,A,10000,1,2013
36,A,15000,227,2013
36,A,5000,1,2013
60,A,15000,132,2013
36,A,35000,554,2013
36,A,35000,538,2013
60,A,11000,190,2013
60,A,20000,1,2013
60,A,18000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,4500,97,2013
36,A,15000,1,2013
36,A,12000,1,2013
60,A,20000,1,2013
60,A,25000,1,2013
60,A,15000,229,2013
36,A,9000,171,2013
60,A,14000,1,2013
36,A,15000,283,2013
60,A,8000,1,2013
60,A,10000,183,2013
60,A,17500,1,2013
36,A,5000,1,2013
36,A,8000,1,2013
60,A,12500,1,2013
36,A,2000,1,2013
60,A,4000,58,2013
60,A,15000,180,2013
36,A,11500,39,2013
36,A,10000,1,2013
36,A,7000,1,2013
60,A,7000,120,2013
60,A,2000,25,2013
60,A,15000,1,2013
36,A,12000,140,2013
36,A,15000,250,2013
60,A,15000,1,2013
60,A,15000,242,2013
60,A,22000,1,2013
36,A,2000,1,2013
36,A,17500,210,2013
36,A,14000,1,2013
60,A,15000,1,2013
36,A,20000,408,2013
36,A,22118,308,2013
60,A,7500,1,2013
36,A,7000,1,2013
36,A,7000,46,2013
60,A,15000,1,2013
36,A,9500,1,2013
60,A,15000,227,2013
36,A,7000,54,2013
60,A,20000,335,2013
36,A,15000,1,2013
36,A,30000,370,2013
60,A,5660,1,2013
60,A,15000,1,2013
60,A,30000,557,2013
36,A,11950,1,2013
60,A,2000,45,2013
60,A,10000,1,2013
36,A,10000,164,2013
36,A,4385,103,2013
60,A,10000,201,2013
60,A,10000,100,2013
36,A,25000,1,2013
36,A,4000,1,2013
36,A,20000,1,2013
36,A,10000,71,2013
60,A,15000,110,2013
60,A,15000,267,2013
36,A,4000,71,2013
60,A,35000,425,2013
60,A,11500,127,2013
36,A,15000,238,2013
36,A,7000,1,2013
36,A,6000,117,2013
60,A,4000,1,2013
60,A,10000,161,2013
60,A,20000,1,2013
36,A,20000,1,2013
60,A,15000,1,2013
36,A,10000,1,2013
36,A,15000,249,2013
60,A,15000,1,2013
60,A,10000,1,2013
60,A,5918,1,2013
60,A,4000,1,2013
36,A,3000,60,2013
36,A,15000,1,2013
60,A,10000,128,2013
60,A,5500,1,2013
60,A,12000,177,2013
36,A,15000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,15000,96,2013
36,A,3000,1,2013
36,A,20000,1,2013
36,A,8500,33,2013
36,A,15000,1,2013
36,A,15000,1,2013
60,A,13500,1,2013
60,A,25000,387,2013
60,A,20000,379,2013
60,A,11000,211,2013
36,A,7500,1,2013
60,A,18000,274,2013
60,A,20000,403,2013
36,A,6000,104,2013
36,A,15000,1,2013
36,A,35000,566,2013
36,A,15000,109,2013
36,A,8500,1,2013
36,A,2000,1,2013
36,A,3500,67,2013
36,A,22000,248,2013
60,A,12000,206,2013
36,A,7500,1,2013
60,A,15000,1,2013
60,A,15000,244,2013
36,A,20000,1,2013
36,A,14000,239,2013
36,A,8500,1,2013
36,A,11600,92,2013
36,A,15000,1,2013
60,A,19000,1,2013
36,A,15000,1,2013
36,A,20000,296,2013
60,A,12000,85,2013
36,A,10000,100,2013
60,A,12000,156,2013
36,A,9500,85,2013
60,A,25000,441,2013
60,A,15000,295,2013
36,A,10000,177,2013
60,A,15000,265,2013
60,A,15000,208,2013
60,A,3000,37,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,2000,1,2013
36,A,11000,1,2013
60,A,14000,154,2013
60,A,20000,1,2013
36,A,7000,1,2013
60,A,15000,1,2013
36,A,15000,1,2013
36,A,20000,345,2013
60,A,12000,169,2013
36,A,11100,1,2013
60,A,13000,189,2013
36,A,18000,1,2013
36,A,4000,1,2013
60,A,25000,1,2013
60,A,15000,231,2013
36,A,25000,1,2013
36,A,19000,1,2013
36,A,8000,68,2013
36,A,6000,96,2013
36,A,19000,193,2013
36,A,15000,1,2013
36,A,10000,102,2013
60,A,15000,143,2013
36,A,13000,112,2013
36,A,2000,1,2013
36,A,17500,1,2013
36,A,35000,404,2013
60,A,10000,78,2013
36,A,5000,1,2013
36,A,25000,386,2013
36,A,5500,82,2013
60,A,20000,1,2013
36,A,7500,135,2013
36,A,17000,1,2013
60,A,25000,433,2013
60,A,16000,230,2013
60,A,10000,167,2013
36,A,6000,86,2013
36,A,15000,249,2013
36,A,10000,1,2013
36,A,13500,163,2013
36,A,6500,1,2013
36,A,20000,360,2013
36,A,4000,55,2013
36,A,5000,1,2013
36,A,11500,1,2013
36,A,25000,419,2013
60,A,13000,151,2013
60,A,8000,123,2013
36,A,3100,1,2013
36,A,35000,582,2013
36,A,10000,1,2013
36,A,10000,1,2013
60,A,10000,1,2013
60,A,25000,1,2013
36,A,15000,1,2013
36,A,20000,207,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,14000,1,2013
60,A,10000,1,2013
36,A,2100,1,2013
36,A,20000,152,2013
36,A,12000,1,2013
60,A,15000,1,2013
60,A,10000,1,2013
36,A,5000,1,2013
60,A,10000,1,2013
36,A,15500,1,2013
36,A,10000,161,2013
36,A,6000,1,2013
60,A,15000,1,2013
36,A,15000,1,2013
36,A,5000,1,2013
60,A,15000,1,2013
60,A,17000,1,2013
36,A,10000,1,2013
36,A,8500,161,2013
60,A,15000,203,2013
60,A,20000,1,2013
36,A,2000,1,2013
36,A,10000,1,2013
60,A,20000,276,2013
60,A,35000,1,2013
36,A,15000,1,2013
60,A,15000,197,2013
60,A,10000,1,2013
36,A,15000,1,2013
60,A,25000,471,2013
36,A,10000,1,2013
36,A,12000,1,2013
36,A,8500,1,2013
36,A,33000,460,2013
36,A,15000,220,2013
36,A,10000,1,2013
60,A,10000,1,2013
60,A,10000,1,2013
36,A,6500,1,2013
36,A,12000,1,2013
36,A,15000,261,2013
36,A,10000,62,2013
36,A,12000,104,2013
36,A,12000,56,2013
36,A,6000,1,2013
36,A,10000,1,2013
36,A,15750,1,2013
36,A,4000,1,2013
36,A,7000,75,2013
36,A,10000,185,2013
36,A,10000,1,2013
36,A,25000,274,2013
36,A,35000,669,2013
60,A,10000,188,2013
60,A,15000,231,2013
36,A,10000,1,2013
36,A,10000,1,2013
36,A,6000,51,2013
60,A,3000,71,2013
36,A,27500,365,2013
36,A,4500,1,2013
60,A,10000,180,2013
60,A,15000,1,2013
36,A,10000,144,2013
60,A,16000,296,2013
36,A,3500,1,2013
36,A,6500,101,2013
60,A,15000,275,2013
60,A,15000,1,2013
60,A,9500,1,2013
60,A,7000,124,2013
36,A,15000,1,2013
36,A,15000,191,2013
60,A,15000,268,2013
36,A,10000,1,2013
36,A,10000,1,2013
36,A,10000,1,2013
36,A,3000,1,2013
36,A,4000,59,2013
36,A,3500,1,2013
60,A,9000,126,2013
36,A,15000,1,2013
60,A,19000,319,2013
36,A,17000,257,2013
36,A,15000,1,2013
36,A,8000,1,2013
60,A,15000,274,2013
60,A,10000,108,2013
36,A,30000,1,2013
36,A,5000,1,2013
36,A,5000,1,2013
60,A,8000,1,2013
60,A,10000,163,2013
36,A,8500,1,2013
60,A,35000,565,2013
36,A,10000,1,2013
36,A,3000,1,2013
60,A,15000,1,2013
36,A,15000,159,2013
36,A,4000,1,2013
60,A,15000,118,2013
36,A,15000,1,2013
60,A,15000,189,2013
60,A,25000,479,2013
60,A,15000,1,2013
36,A,25000,1,2013
60,A,15000,1,2013
36,A,15000,175,2013
60,A,20000,255,2013
60,A,14000,213,2013
36,A,12000,1,2013
60,A,25000,362,2013
60,A,25000,250,2013
60,A,5000,85,2013
60,A,10000,1,2013
36,A,11500,1,2013
36,A,12000,225,2013
60,A,19000,219,2013
60,A,25000,483,2013
60,A,25000,367,2013
60,A,15000,1,2013
36,A,5000,1,2013
60,A,13000,153,2013
36,A,15000,197,2013
60,A,6000,1,2013
60,A,10000,1,2013
36,A,10000,125,2013
36,A,11000,1,2013
60,A,12000,1,2013
60,A,20000,1,2013
60,A,15000,1,2013
36,A,4000,1,2013
60,A,6600,1,2013
60,A,15000,1,2013
36,A,25000,468,2013
60,A,10000,1,2013
36,A,15000,217,2013
60,A,20000,279,2013
36,A,10000,23,2013
36,A,12000,1,2013
36,A,20000,1,2013
60,A,7000,128,2013
60,A,25000,1,2013
36,A,6000,1,2013
36,A,22500,1,2013
36,A,3000,1,2013
60,A,9500,1,2013
60,A,15000,1,2013
36,A,35000,1,2013
36,A,6100,1,2013
36,A,6500,1,2013
36,A,10000,1,2013
36,A,25000,1,2013
36,A,8000,132,2013
36,A,25000,287,2013
36,A,15000,156,2013
60,A,16000,1,2013
60,A,15000,1,2013
60,A,20000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,10000,1,2013
60,A,20000,312,2013
60,A,15000,1,2013
60,A,15000,176,2013
36,A,17000,243,2013
36,A,10000,169,2013
60,A,15000,183,2013
36,A,15000,1,2013
36,A,2000,1,2013
36,A,10000,1,2013
36,A,15000,186,2013
36,A,10000,1,2013
36,A,12000,1,2013
36,A,15000,1,2013
36,A,15000,150,2013
36,A,9500,1,2013
36,A,10500,114,2013
36,A,15000,1,2013
36,A,18000,144,2013
36,A,15000,155,2013
36,A,20000,206,2013
36,A,9000,1,2013
60,A,25000,459,2013
60,A,15000,130,2013
36,A,15000,165,2013
36,A,10000,1,2013
36,A,15000,201,2013
36,A,9000,1,2013
36,A,4000,34,2013
36,A,10000,186,2013
36,A,20000,225,2013
36,A,12000,1,2013
36,A,15000,255,2013
36,A,15000,1,2013
36,A,2000,42,2013
60,A,22000,399,2013
60,A,4000,1,2013
36,A,20000,1,2013
60,A,13000,1,2013
60,A,25000,464,2013
36,A,15000,1,2013
36,A,8000,1,2013
60,A,10000,1,2013
36,A,15000,267,2013
36,A,25000,1,2013
60,A,20000,371,2013
36,A,5300,1,2013
36,A,10000,1,2013
60,A,25000,437,2013
36,A,10000,1,2013
60,A,5000,1,2013
36,A,10000,1,2013
36,A,20000,1,2013
60,A,15000,1,2013
36,A,6000,50,2013
36,A,10000,1,2013
36,A,8000,1,2013
60,A,15000,98,2013
60,A,35000,714,2013
60,A,15000,241,2013
60,A,10000,125,2013
60,A,15000,1,2013
60,A,18000,275,2013
36,A,10000,1,2013
60,A,25000,347,2013
60,A,10000,158,2013
36,A,12000,1,2013
60,A,6000,1,2013
36,A,15000,1,2013
60,A,20000,393,2013
36,A,22000,1,2013
36,A,10000,1,2013
36,A,12000,1,2013
60,A,10000,91,2013
36,A,4000,1,2013
36,A,10000,181,2013
36,A,8500,1,2013
36,A,7000,1,2013
36,A,15000,1,2013
36,A,4000,1,2013
36,A,5000,1,2013
36,A,35000,516,2013
36,A,9000,1,2013
36,A,9000,90,2013
36,A,17000,248,2013
60,A,10000,160,2013
60,A,35000,636,2013
36,A,18000,1,2013
36,A,12000,1,2013
60,A,15000,1,2013
36,A,15000,1,2013
60,A,13000,230,2013
60,A,25000,441,2013
36,A,15000,186,2013
60,A,20000,301,2013
36,A,15000,1,2013
60,A,35000,1,2013
60,A,10000,1,2013
60,A,10000,187,2013
36,A,10000,146,2013
36,A,17500,1,2013
60,A,25000,1,2013
60,A,12000,104,2013
36,A,8750,80,2013
60,A,10000,120,2013
36,A,15000,1,2013
36,A,10000,1,2013
60,A,20000,1,2013
36,A,35000,600,2013
36,A,5000,1,2013
60,A,5000,87,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,12000,1,2013
36,A,10000,1,2013
36,A,15201,167,2013
60,A,13000,1,2013
36,A,15000,1,2013
60,A,9000,1,2013
36,A,6000,1,2013
36,A,11000,123,2013
36,A,15000,158,2013
36,A,15000,1,2013
60,A,15000,1,2013
60,A,9000,56,2013
60,A,10000,1,2013
60,A,35000,663,2013
36,A,12000,1,2013
60,A,10000,1,2013
36,A,10000,1,2013
36,A,3000,1,2013
36,A,2000,1,2013
60,A,30000,379,2013
36,A,17000,1,2013
60,A,12500,1,2013
36,A,9000,1,2013
36,A,15000,1,2013
60,A,7000,115,2013
36,A,10000,1,2013
36,A,5000,64,2013
60,A,15000,1,2013
36,A,5750,1,2013
60,A,11500,1,2013
60,A,13000,1,2013
36,A,20000,369,2013
36,A,2000,28,2013
36,A,2000,1,2013
60,A,8000,1,2013
36,A,10000,1,2013
60,A,6000,1,2013
36,A,10000,1,2013
36,A,35000,611,2013
36,A,20000,274,2013
60,A,10000,1,2013
60,A,23000,426,2013
36,A,20000,1,2013
36,A,10000,203,2013
36,A,8000,1,2013
36,A,12000,1,2013
36,A,3500,1,2013
36,A,9000,129,2013
60,A,10000,70,2013
36,A,4000,1,2013
60,A,12000,1,2013
36,A,25000,289,2013
36,A,25000,463,2013
60,A,10000,173,2013
60,A,35000,631,2013
36,A,2000,1,2013
36,A,15000,1,2013
36,A,10000,155,2013
36,A,15000,1,2013
36,A,9000,1,2013
36,A,10000,1,2013
36,A,10000,1,2013
36,A,15000,243,2013
36,A,15000,1,2013
36,A,15000,1,2013
36,A,15500,1,2013
36,A,10000,135,2013
60,A,25000,205,2013
60,A,13000,1,2013
60,A,15000,172,2013
60,A,20000,1,2013
36,A,25000,445,2013
36,A,10000,162,2013
60,A,10000,100,2013
36,A,2400,1,2013
60,A,5000,79,2013
36,A,35000,1,2013
60,A,13000,1,2013
60,A,15000,122,2013
36,A,4000,1,2013
36,A,7000,40,2013
36,A,4500,85,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,30000,1,2013
60,A,15000,283,2013
60,A,10000,165,2013
36,A,15000,85,2013
60,A,25000,432,2013
36,A,4000,1,2013
36,A,2000,10,2013
36,A,4000,1,2013
36,A,7500,1,2013
36,A,4000,1,2013
36,A,15000,302,2013
36,A,15000,1,2013
36,A,7000,1,2013
60,A,20000,365,2013
36,A,8000,1,2013
60,A,12000,113,2013
36,A,10000,1,2013
36,A,12000,1,2013
60,A,20000,1,2013
36,A,10000,1,2013
36,A,15000,1,2013
36,A,4000,1,2013
36,A,12000,217,2013
36,A,12000,228,2013
36,A,15000,265,2013
36,A,10000,1,2013
60,A,15000,1,2013
36,A,10000,1,2013
36,A,27000,1,2013
60,A,15000,1,2013
36,A,2000,1,2013
36,A,15000,161,2013
60,A,6500,103,2013
60,A,10000,201,2013
60,A,15000,1,2013
60,A,20000,1,2013
36,A,12000,214,2013
36,A,2500,20,2013
36,A,7400,1,2013
60,A,9000,1,2013
36,A,11000,170,2013
36,A,20000,1,2013
60,A,11000,171,2013
36,A,10000,1,2013
60,A,7500,142,2013
60,A,10000,1,2013
36,A,13000,142,2013
36,A,15000,1,2013
36,A,7500,1,2013
36,A,15000,1,2013
36,A,14000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
60,A,15000,273,2013
36,A,10000,94,2013
36,A,4000,1,2013
36,A,5000,85,2013
60,A,15000,1,2013
60,A,17500,1,2013
36,A,4000,64,2013
36,A,5500,58,2013
60,A,10000,1,2013
36,A,15000,1,2013
60,A,2000,1,2013
60,A,5000,83,2013
36,A,3000,1,2013
36,A,3500,61,2013
36,A,15000,240,2013
36,A,15000,1,2013
60,A,9000,1,2013
36,A,20000,1,2013
60,A,15000,1,2013
36,A,3000,1,2013
36,A,10000,1,2013
36,A,12000,1,2013
36,A,10000,177,2013
60,A,15000,1,2013
60,A,12000,1,2013
36,A,18000,130,2013
36,A,15000,273,2013
60,A,20000,380,2013
36,A,9000,103,2013
36,A,14500,253,2013
60,A,25000,1,2013
36,A,6000,1,2013
60,A,18000,1,2013
36,A,10000,157,2013
60,A,15000,1,2013
36,A,10000,114,2013
60,A,15000,1,2013
36,A,18000,1,2013
36,A,15000,111,2013
36,A,6000,89,2013
36,A,12000,176,2013
36,A,21000,1,2013
36,A,10000,154,2013
36,A,9000,94,2013
36,A,20000,1,2013
36,A,11500,1,2013
36,A,10000,1,2013
36,A,15000,1,2013
36,A,25000,1,2013
60,A,20000,371,2013
60,A,14000,242,2013
36,A,10000,151,2013
36,A,12000,182,2013
36,A,25000,324,2013
36,A,15000,198,2013
60,A,17000,1,2013
36,A,13000,179,2013
36,A,8000,151,2013
60,A,10000,189,2013
36,A,25000,338,2013
36,A,15000,1,2013
36,A,15000,280,2013
36,A,20000,1,2013
36,A,25000,452,2013
36,A,8500,1,2013
36,A,5000,1,2013
36,A,10500,1,2013
36,A,6500,1,2013
60,A,15000,286,2013
60,A,20000,341,2013
60,A,15000,200,2013
36,A,8000,1,2013
60,A,14000,1,2013
60,A,12000,1,2013
36,A,4000,1,2013
60,A,13500,1,2013
60,A,10000,158,2013
60,A,15000,280,2013
60,A,35000,1,2013
60,A,15000,276,2013
36,A,9000,1,2013
36,A,5000,1,2013
60,A,10000,1,2013
36,A,20000,1,2013
36,A,10000,174,2013
36,A,16500,1,2013
60,A,15000,1,2013
36,A,8500,111,2013
36,A,25000,503,2013
36,A,35000,1,2013
60,A,25000,1,2013
36,A,35000,1,2013
36,A,2000,1,2013
36,A,15000,148,2013
36,A,7500,156,2013
36,A,10000,1,2013
60,A,15000,1,2013
36,A,10000,1,2013
36,A,14000,1,2013
36,A,18000,1,2013
60,A,24000,365,2013
36,A,10000,1,2013
36,A,12000,188,2013
36,A,4000,1,2013
36,A,4000,1,2013
60,A,3149,1,2013
36,A,25000,300,2013
36,A,10000,1,2013
60,A,24900,355,2013
36,A,10000,1,2013
36,A,15000,249,2013
36,A,15000,172,2013
36,A,7000,1,2013
60,A,20000,189,2013
36,A,35000,1,2013
36,A,4000,34,2013
36,A,15000,211,2013
60,A,15000,104,2013
36,A,4000,1,2013
36,A,2000,33,2013
36,A,8500,148,2013
36,A,20000,356,2013
36,A,8500,1,2013
36,A,15000,132,2013
60,A,15000,1,2013
60,A,4000,91,2013
36,A,5000,1,2013
60,A,10000,125,2013
60,A,15300,108,2013
36,A,15000,282,2013
60,A,8000,1,2013
36,A,2500,1,2013
36,A,3000,1,2013
36,A,10000,110,2013
36,A,2000,1,2013
60,A,20000,257,2013
36,A,10000,112,2013
60,A,15000,1,2013
36,A,4000,1,2013
36,A,25000,238,2013
36,A,25000,1,2013
36,A,10000,124,2013
36,A,25000,1,2013
60,A,10000,1,2013
36,A,3000,1,2013
36,A,25000,1,2013
36,A,17000,1,2013
60,A,10000,1,2013
60,A,15000,1,2013
36,A,15000,1,2013
60,A,10000,1,2013
60,A,35000,712,2013
60,A,13050,1,2013
36,A,15000,1,2013
60,A,7000,68,2013
36,A,10000,1,2013
60,A,8500,157,2013
36,A,10000,1,2013
36,A,6000,95,2013
60,A,22000,388,2013
60,A,15000,249,2013
36,A,15000,298,2013
60,A,15000,250,2013
36,A,10000,1,2013
36,A,5000,67,2013
60,A,15000,1,2013
60,A,20000,375,2013
60,A,22000,363,2013
36,A,30000,1,2013
36,A,15000,176,2013
36,A,15000,184,2013
60,A,25000,364,2013
60,A,12500,140,2013
36,A,5000,1,2013
36,A,4200,1,2013
60,A,10000,127,2013
36,A,20000,248,2013
60,A,20000,332,2013
36,A,15000,1,2013
60,A,15000,286,2013
36,A,3999,1,2013
36,A,15000,108,2013
60,A,12000,1,2013
60,A,15000,1,2013
36,A,15000,211,2013
60,A,15000,1,2013
60,A,18000,1,2013
36,A,5000,1,2013
60,A,10000,81,2013
60,A,15000,1,2013
60,A,12000,208,2013
36,A,10000,67,2013
36,A,10500,177,2013
36,A,10000,1,2013
60,A,15000,173,2013
36,A,25000,252,2013
36,A,9000,1,2013
36,A,5000,1,2013
36,A,15000,1,2013
36,A,10000,1,2013
36,A,6000,1,2013
36,A,25000,1,2013
36,A,2000,1,2013
36,A,10000,1,2013
36,A,15000,194,2013
60,A,10000,1,2013
36,A,15000,1,2013
60,A,10000,1,2013
60,A,8750,1,2013
36,A,13000,161,2013
36,A,25000,441,2013
60,A,15000,1,2013
36,A,7500,1,2013
36,A,5000,55,2013
60,A,3500,1,2013
60,A,11000,186,2013
36,A,3000,35,2013
60,A,10500,1,2013
60,A,15000,270,2013
60,A,15000,1,2013
60,A,9000,1,2013
36,A,9000,1,2013
36,A,15000,1,2013
36,A,20000,1,2013
60,A,13000,214,2013
36,A,6000,1,2013
60,A,25000,1,2013
60,A,20000,359,2013
60,A,15000,252,2013
36,A,2500,44,2013
60,A,35000,652,2013
60,A,11500,1,2013
36,A,10000,1,2013
36,A,15000,120,2013
36,A,15000,167,2013
60,A,30000,500,2013
36,A,10000,1,2013
60,A,15000,1,2013
60,A,15000,1,2013
36,A,10000,73,2013
36,A,10000,132,2013
60,A,10000,1,2013
36,A,5000,1,2013
60,A,20000,307,2013
60,A,8500,114,2013
60,A,5000,1,2013
60,A,10000,1,2013
36,A,15000,1,2013
60,A,15000,1,2013
36,A,5000,1,2013
36,A,15000,151,2013
60,A,25000,102,2013
36,A,2500,47,2013
36,A,8000,1,2013
60,A,25000,1,2013
36,A,3500,41,2013
36,A,10000,157,2013
60,A,13000,206,2013
36,A,30000,1,2013
60,A,2500,42,2013
36,A,14000,1,2013
36,A,12000,1,2013
36,A,13000,1,2013
36,A,6800,1,2013
36,A,15000,1,2013
36,A,20000,1,2013
60,A,10500,155,2013
36,A,15000,329,2013
60,A,15000,275,2013
36,A,15000,1,2013
36,A,4500,1,2013
36,A,15000,200,2013
36,A,3000,63,2013
36,A,15000,1,2013
60,A,20000,1,2013
60,A,8000,1,2013
36,A,21000,246,2013
36,A,15276,1,2013
36,A,7000,1,2013
36,A,10000,118,2013
36,A,15000,289,2013
36,A,17000,1,2013
60,A,10600,162,2013
60,A,20000,404,2013
36,A,12000,1,2013
60,A,15000,258,2013
36,A,4500,1,2013
60,A,20000,259,2013
36,A,5000,40,2013
60,A,15000,235,2013
60,A,10000,97,2013
36,A,5200,1,2013
60,A,10500,199,2013
36,A,15000,214,2013
36,A,10000,1,2013
36,A,4000,1,2013
60,A,20000,353,2013
36,A,18000,1,2013
36,A,13000,225,2013
60,A,15000,1,2013
60,A,15000,89,2013
36,A,15000,1,2013
36,A,12000,1,2013
36,A,10000,168,2013
60,A,31500,517,2013
36,A,5000,92,2013
36,A,8000,1,2013
60,A,13000,149,2013
60,A,15000,220,2013
60,A,15000,1,2013
36,A,15000,1,2013
36,A,5150,1,2013
60,A,15000,298,2013
60,A,15000,231,2013
36,A,6500,78,2013
36,A,12000,1,2013
36,A,20000,280,2013
36,A,25000,294,2013
36,A,10000,1,2013
60,A,31000,576,2013
60,A,15000,1,2013
36,A,4000,1,2013
36,A,15000,1,2013
60,A,15000,242,2013
36,A,10000,179,2013
36,A,10000,119,2013
60,A,12000,191,2013
36,A,11000,1,2013
60,A,5000,1,2013
60,A,15000,1,2013
36,A,7500,118,2013
36,A,12000,1,2013
60,A,25000,384,2013
36,A,4000,1,2013
36,A,15000,201,2013
60,A,15000,262,2013
36,A,30000,1,2013
36,A,20000,287,2013
60,A,6500,136,2013
36,A,35000,532,2013
36,A,5000,110,2013
36,A,25000,496,2013
60,A,7000,62,2013
60,A,35000,646,2013
36,A,10000,141,2013
36,A,20000,270,2013
36,A,7000,1,2013
60,A,15000,1,2013
60,A,15000,271,2013
60,A,17000,284,2013
36,A,8500,84,2013
60,A,20000,340,2013
36,A,30000,348,2013
60,A,3500,38,2013
60,A,8000,112,2013
36,A,2000,1,2013
60,A,8000,1,2013
36,A,25000,1,2013
60,A,25000,428,2013
36,A,12000,1,2013
36,A,10000,1,2013
36,A,15000,249,2013
36,A,10000,1,2013
60,A,15000,122,2013
36,A,2000,1,2013
36,A,20000,1,2013
60,A,15000,1,2013
60,A,25000,1,2013
36,A,2600,1,2013
36,A,10000,180,2013
36,A,10000,183,2013
36,A,26000,313,2013
